EQUIP_ID,EQUIP_NAME,TYPE,DEGREE
TMP00008289,开关00014,1705,5
TMP00010718,开关00033,1705,8
TMP00229050,开关00436,1720,0
TMP00008799,开关00014,1705,7
TMP00006271,开关00125,1705,8
TMP00025558,馈线段XX,1702,2
TMP00263732,开关00223,1720,0
TMP00015279,开关00034,1705,1
TMP00010016,开关00169,1705,6
TMP00022612,馈线段XX,1702,2
TMP00026285,馈线段XX,1702,3
TMP00193790,开关00112,1720,0
TMP00007987,开关00069,1705,10
TMP00026147,馈线段XX,1702,3
TMP00039086,母线XX,1710,2
TMP00005811,开关00015,1705,3
TMP00242506,开关00099,1720,0
TMP00014499,开关00117,1705,6
TMP00015173,开关00222,1705,9
TMP00041208,刀闸0004,1708,2
TMP00040140,刀闸0004,1708,2
TMP00032778,用户0565,1719,2
TMP00023417,馈线段XX,1702,3
TMP00012678,开关00109,1705,5
TMP00031521,馈线段XX,1702,2
TMP00026585,馈线段XX,1702,2
TMP00045303,馈线段XX,1702,4
TMP00209723,开关00087,1720,0
TMP00017126,馈线段XX,1702,2
TMP00034630,配变0911,1703,1
TMP00024912,馈线段XX,1702,2
TMP00020898,馈线段XX,1702,2
TMP00318432,开关00281,1720,0
TMP00043424,刀闸0051,1708,0
TMP00006775,开关00013,1705,7
TMP00033822,配变0103,1703,1
TMP00014120,开关00010,1705,8
TMP00016812,馈线段XX,1702,2
TMP00007384,开关00001,1705,2
TMP00012532,开关00024,1705,8
TMP00023810,馈线段XX,1702,4
TMP00318864,开关00253,1720,0
TMP00014352,开关00007,1705,7
TMP00039410,母线XX,1710,2
TMP00015964,馈线段XX,1702,2
TMP00010324,开关00170,1705,3
TMP00139581,开关00421,1720,0
TMP00042606,刀闸0043,1708,1
TMP00006512,开关00010,1705,2
TMP00041412,刀闸0032,1708,0
TMP00254704,开关00054,1720,0
TMP00235863,开关00095,1720,0
TMP00008606,开关00059,1705,6
TMP00016829,馈线段XX,1702,3
TMP00011040,开关00176,1705,10
TMP00008090,开关00021,1705,12
TMP00010406,开关00046,1705,13
TMP00013882,开关00076,1705,3
TMP00007932,开关00061,1705,4
TMP00027668,馈线段XX,1702,2
TMP00034238,配变0519,1703,1
TMP00006452,开关00018,1705,5
TMP00007589,开关00108,1705,6
TMP00006677,开关00007,1705,8
TMP00017962,馈线段XX,1702,3
TMP00319441,开关00080,1720,0
TMP00033417,用户1204,1719,1
TMP00018650,馈线段XX,1702,2
TMP00030738,馈线段XX,1702,2
TMP00020170,馈线段XX,1702,2
TMP00006186,开关00025,1705,7
TMP00303706,开关00286,1720,0
TMP00152569,开关00278,1720,0
TMP00030188,馈线段XX,1702,3
TMP00043327,刀闸0013,1708,9
TMP00043544,馈线段XX,1702,2
TMP00255247,开关00086,1720,0
TMP00024070,馈线段XX,1702,2
TMP00019679,馈线段XX,1702,2
TMP00044593,母线XX,1710,4
TMP00189857,开关00110,1720,0
TMP00246325,开关00197,1720,0
TMP00030445,馈线段XX,1702,2
TMP00030473,馈线段XX,1702,2
TMP00209169,开关00042,1720,0
TMP00045429,馈线段XX,1702,2
TMP00016162,馈线段XX,1702,2
TMP00029342,馈线段XX,1702,4
TMP00031787,馈线段XX,1702,2
TMP00304019,开关00358,1720,0
TMP00019103,馈线段XX,1702,2
TMP00013613,开关00085,1705,8
TMP00019337,馈线段XX,1702,4
TMP00042123,刀闸0027,1708,3
TMP00041427,刀闸0014,1708,2
TMP00009531,开关00020,1705,4
TMP00008172,开关00048,1705,6
TMP00005563,开关00016,1705,9
TMP00008687,开关00057,1705,6
TMP00009127,开关00007,1705,2
TMP00030901,馈线段XX,1702,4
TMP00308671,开关00133,1720,0
TMP00026844,馈线段XX,1702,2
TMP00030233,馈线段XX,1702,4
TMP00185761,开关00235,1720,0
TMP00043049,刀闸0041,1708,1
TMP00018541,馈线段XX,1702,2
TMP00026834,馈线段XX,1702,2
TMP00232676,开关00287,1720,0
TMP00271796,开关00538,1720,0
TMP00043777,馈线段XX,1702,1
TMP00238806,开关00327,1720,0
TMP00023748,馈线段XX,1702,2
TMP00026037,馈线段XX,1702,4
TMP00045217,馈线段XX,1702,7
TMP00024565,馈线段XX,1702,3
TMP00022907,馈线段XX,1702,2
TMP00024807,馈线段XX,1702,2
TMP00045067,馈线段XX,1702,3
TMP00020930,馈线段XX,1702,2
TMP00006902,开关00140,1705,6
TMP00007635,开关00133,1705,6
TMP00319016,开关00453,1720,0
TMP00033804,配变0085,1703,1
TMP00046384,配变2161,1703,1
TMP00013347,开关00158,1705,8
TMP00318631,开关00574,1720,0
TMP00028676,馈线段XX,1702,2
TMP00026486,馈线段XX,1702,2
TMP00019396,馈线段XX,1702,4
TMP00037522,母线XX,1710,4
TMP00021505,馈线段XX,1702,2
TMP00033720,配变0001,1703,1
TMP00011759,开关00099,1705,6
TMP00032604,用户0391,1719,1
TMP00043136,刀闸0003,1708,8
TMP00318678,开关00169,1720,0
TMP00028834,馈线段XX,1702,2
TMP00029572,馈线段XX,1702,0
TMP00027177,馈线段XX,1702,2
TMP00037416,母线XX,1710,2
TMP00010752,开关00083,1705,2
TMP00013932,开关00010,1705,7
TMP00031754,馈线段XX,1702,2
TMP00012211,开关00026,1705,2
TMP00170120,开关00256,1720,0
TMP00018709,馈线段XX,1702,2
TMP00022466,馈线段XX,1702,2
TMP00302556,开关00073,1720,0
TMP00010040,开关00173,1705,5
TMP00302462,开关00067,1720,0
TMP00015724,开关00158,1705,8
TMP00183047,开关00030,1720,0
TMP00045722,馈线段XX,1702,3
TMP00319081,开关00028,1720,0
TMP00045319,馈线段XX,1702,2
TMP00016772,馈线段XX,1702,2
TMP00020160,馈线段XX,1702,3
TMP00024660,馈线段XX,1702,3
TMP00017040,馈线段XX,1702,2
TMP00045808,馈线段XX,1702,2
TMP00031407,馈线段XX,1702,4
TMP00009312,开关00010,1705,7
TMP00026685,馈线段XX,1702,2
TMP00025095,馈线段XX,1702,2
TMP00008511,开关00016,1705,9
TMP00029488,馈线段XX,1702,3
TMP00318865,开关00326,1720,0
TMP00041651,刀闸0011,1708,2
TMP00020807,馈线段XX,1702,3
TMP00319378,开关00080,1720,0
TMP00022849,馈线段XX,1702,2
TMP00013939,开关00017,1705,7
TMP00012029,开关00103,1705,8
TMP00038535,母线XX,1710,7
TMP00020276,馈线段XX,1702,4
TMP00042391,刀闸0030,1708,2
TMP00035083,配变1364,1703,1
TMP00304127,开关00374,1720,0
TMP00243991,开关00079,1720,0
TMP00014727,开关00076,1705,8
TMP00015830,开关00307,1705,8
TMP00024835,馈线段XX,1702,1
TMP00233548,开关00088,1720,0
TMP00008112,开关00043,1705,5
TMP00044014,开关00100,1706,7
TMP00267470,开关00135,1720,0
TMP00029180,馈线段XX,1702,2
TMP00018349,馈线段XX,1702,3
TMP00018109,馈线段XX,1702,2
TMP00016481,馈线段XX,1702,2
TMP00151928,开关00217,1720,0
TMP00151194,开关00072,1720,0
TMP00010838,开关00093,1705,8
TMP00278607,开关00061,1720,0
TMP00020204,馈线段XX,1702,2
TMP00039004,母线XX,1710,2
TMP00042180,刀闸0022,1708,1
TMP00141192,开关00329,1720,0
TMP00011124,开关00029,1705,7
TMP00027369,馈线段XX,1702,2
TMP00011831,开关00178,1705,5
TMP00007261,开关00163,1705,8
TMP00011184,开关00092,1705,10
TMP00013074,开关00201,1705,9
TMP00023950,馈线段XX,1702,2
TMP00030788,馈线段XX,1702,2
TMP00023365,馈线段XX,1702,2
TMP00023358,馈线段XX,1702,2
TMP00304006,开关00355,1720,0
TMP00037273,母线XX,1710,0
TMP00027429,馈线段XX,1702,2
TMP00007440,开关00056,1705,2
TMP00037053,母线XX,1710,2
TMP00043604,馈线段XX,1702,4
TMP00151291,开关00065,1720,0
TMP00042304,刀闸0025,1708,3
TMP00014898,开关00028,1705,7
TMP00004862,开关00018,1705,8
TMP00044053,开关00134,1706,6
TMP00023593,馈线段XX,1702,2
TMP00035632,配变1913,1703,1
TMP00040878,刀闸0018,1708,3
TMP00033374,用户1161,1719,1
TMP00209707,开关00082,1720,0
TMP00022340,馈线段XX,1702,2
TMP00011493,开关00030,1705,2
TMP00012196,开关00030,1705,8
TMP00009417,开关00176,1705,7
TMP00011248,开关00033,1705,8
TMP00005834,开关00111,1705,14
TMP00043125,刀闸0030,1708,2
TMP00184065,开关00390,1720,0
TMP00011771,开关00016,1705,5
TMP00011830,开关00177,1705,5
TMP00283614,开关00146,1720,0
TMP00318784,开关00073,1720,0
TMP00022788,馈线段XX,1702,2
TMP00135490,开关00155,1720,0
TMP00014709,开关00034,1705,2
TMP00034981,配变1262,1703,1
TMP00027467,馈线段XX,1702,3
TMP00006033,开关00004,1705,8
TMP00032082,馈线段XX,1702,2
TMP00041148,刀闸0001,1708,8
TMP00014150,开关00039,1705,5
TMP00009721,开关00025,1705,7
TMP00282459,开关00013,1720,0
TMP00004673,开关00004,1705,21
TMP00152966,开关00311,1720,0
TMP00034161,配变0442,1703,1
TMP00038405,母线XX,1710,7
TMP00028701,馈线段XX,1702,1
TMP00004040,开关00038,1705,5
TMP00152034,开关00238,1720,0
TMP00040597,刀闸0018,1708,1
TMP00035044,配变1325,1703,1
TMP00021184,馈线段XX,1702,4
TMP00014997,开关00086,1705,8
TMP00030134,馈线段XX,1702,3
TMP00045317,馈线段XX,1702,3
TMP00004415,开关00002,1705,5
TMP00031125,馈线段XX,1702,2
TMP00017429,馈线段XX,1702,3
TMP00044555,母线XX,1710,3
TMP00180275,开关00062,1720,0
TMP00011382,开关00078,1705,3
TMP00020286,馈线段XX,1702,2
TMP00011466,开关00007,1705,6
TMP00005939,开关00003,1705,2
TMP00137269,开关00197,1720,0
TMP00029090,馈线段XX,1702,4
TMP00011624,开关00128,1705,0
TMP00027075,馈线段XX,1702,2
TMP00012544,开关00027,1705,7
TMP00026820,馈线段XX,1702,2
TMP00036418,母线XX,1710,6
TMP00018049,馈线段XX,1702,2
TMP00026886,馈线段XX,1702,2
TMP00042426,刀闸0002,1708,2
TMP00044012,开关00098,1706,7
TMP00017785,馈线段XX,1702,2
TMP00246007,开关00152,1720,0
TMP00044329,刀闸0093,1707,5
TMP00030859,馈线段XX,1702,2
TMP00004390,开关00104,1705,6
TMP00028926,馈线段XX,1702,2
TMP00014690,开关00047,1705,8
TMP00008712,开关00036,1705,6
TMP00003872,开关00013,1705,6
TMP00008309,开关00034,1705,13
TMP00015552,开关00201,1705,7
TMP00183614,开关00329,1720,0
TMP00020754,馈线段XX,1702,2
TMP00146432,开关00071,1720,0
TMP00029481,馈线段XX,1702,2
TMP00183620,开关00335,1720,0
TMP00027489,馈线段XX,1702,2
TMP00033139,用户0926,1719,1
TMP00045215,馈线段XX,1702,7
TMP00027275,馈线段XX,1702,2
TMP00045830,馈线段XX,1702,2
TMP00016006,馈线段XX,1702,2
TMP00023335,馈线段XX,1702,2
TMP00005902,开关00125,1705,8
TMP00017138,馈线段XX,1702,2
TMP00030028,馈线段XX,1702,2
TMP00035384,配变1665,1703,1
TMP00021715,馈线段XX,1702,3
TMP00028932,馈线段XX,1702,2
TMP00023045,馈线段XX,1702,2
TMP00028614,馈线段XX,1702,3
TMP00172626,开关00418,1720,0
TMP00163388,开关00093,1720,0
TMP00011805,开关00033,1705,8
TMP00018970,馈线段XX,1702,2
TMP00319107,开关00609,1720,0
TMP00027682,馈线段XX,1702,4
TMP00038932,母线XX,1710,2
TMP00041294,刀闸0022,1708,2
TMP00042963,刀闸0025,1708,3
TMP00017435,馈线段XX,1702,2
TMP00300734,开关00102,1720,0
TMP00020391,馈线段XX,1702,2
TMP00040923,刀闸0038,1708,3
TMP00164824,开关00105,1720,0
TMP00027721,馈线段XX,1702,2
TMP00033069,用户0856,1719,1
TMP00033609,用户1396,1719,1
TMP00193918,开关00050,1720,0
TMP00046345,配变2122,1703,1
TMP00012674,开关00106,1705,6
TMP00036687,母线XX,1710,5
TMP00152170,开关00255,1720,0
TMP00008311,开关00036,1705,12
TMP00019709,馈线段XX,1702,2
TMP00046260,馈线段XX,1702,3
TMP00045383,馈线段XX,1702,2
TMP00007610,开关00108,1705,7
TMP00033620,用户1407,1719,1
TMP00197403,开关00120,1720,0
TMP00299010,开关00327,1720,0
TMP00008766,开关00043,1705,8
TMP00013514,开关00200,1705,8
TMP00015119,开关00028,1705,2
TMP00042348,刀闸0049,1708,2
TMP00148875,开关00044,1720,0
TMP00043140,刀闸0001,1708,8
TMP00008681,开关00015,1705,11
TMP00009650,开关00041,1705,6
TMP00023648,馈线段XX,1702,2
TMP00023295,馈线段XX,1702,2
TMP00006563,开关00007,1705,2
TMP00304271,开关00408,1720,0
TMP00021295,馈线段XX,1702,3
TMP00031874,馈线段XX,1702,2
TMP00040268,刀闸0002,1708,1
TMP00137212,开关00186,1720,0
TMP00038466,母线XX,1710,2
TMP00005075,开关00015,1705,3
TMP00015298,开关00047,1705,2
TMP00032585,用户0372,1719,1
TMP00013892,开关00017,1705,7
TMP00157386,开关00036,1720,0
TMP00017017,馈线段XX,1702,3
TMP00034222,配变0503,1703,1
TMP00006574,开关00146,1705,6
TMP00141185,开关00326,1720,0
TMP00309375,开关00173,1720,0
TMP00017391,馈线段XX,1702,2
TMP00130485,开关00128,1720,0
TMP00006668,开关00001,1705,2
TMP00006946,开关00184,1705,5
TMP00026964,馈线段XX,1702,2
TMP00154473,开关00217,1720,0
TMP00146307,开关00328,1720,0
TMP00318839,开关00071,1720,0
TMP00004538,开关00007,1705,7
TMP00025237,馈线段XX,1702,2
TMP00033189,用户0976,1719,1
TMP00037002,母线XX,1710,2
TMP00041287,刀闸0015,1708,2
TMP00039270,母线XX,1710,7
TMP00008942,开关00053,1705,5
TMP00021801,馈线段XX,1702,2
TMP00035846,母线XX,1710,2
TMP00020646,馈线段XX,1702,2
TMP00025654,馈线段XX,1702,2
TMP00010903,开关00055,1705,8
TMP00016232,馈线段XX,1702,2
TMP00012575,开关00044,1705,6
TMP00020563,馈线段XX,1702,2
TMP00249921,开关00061,1720,0
TMP00006890,开关00128,1705,5
TMP00137978,开关00274,1720,0
TMP00025809,馈线段XX,1702,2
TMP00010395,开关00135,1705,9
TMP00303532,开关00244,1720,0
TMP00137139,开关00176,1720,0
TMP00028346,馈线段XX,1702,2
TMP00038510,母线XX,1710,5
TMP00033760,配变0041,1703,2
TMP00170705,开关00331,1720,0
TMP00045011,馈线段XX,1702,5
TMP00039185,母线XX,1710,5
TMP00033948,配变0229,1703,1
TMP00020654,馈线段XX,1702,1
TMP00032116,馈线段XX,1702,2
TMP00015981,馈线段XX,1702,2
TMP00033237,用户1024,1719,1
TMP00013510,开关00037,1705,8
TMP00027306,馈线段XX,1702,2
TMP00037877,母线XX,1710,0
TMP00020541,馈线段XX,1702,2
TMP00030388,馈线段XX,1702,4
TMP00028899,馈线段XX,1702,2
TMP00036046,母线XX,1710,6
TMP00039595,母线XX,1710,2
TMP00013161,开关00156,1705,6
TMP00007158,开关00075,1705,7
TMP00018848,馈线段XX,1702,2
TMP00260130,开关00122,1720,0
TMP00017753,馈线段XX,1702,2
TMP00045403,馈线段XX,1702,2
TMP00018686,馈线段XX,1702,2
TMP00043737,馈线段XX,1702,1
TMP00003912,开关00020,1705,6
TMP00018719,馈线段XX,1702,2
TMP00156394,开关00125,1720,0
TMP00280802,开关00370,1720,0
TMP00011916,开关00187,1705,2
TMP00139720,开关00434,1720,0
TMP00011200,开关00108,1705,5
TMP00031104,馈线段XX,1702,2
TMP00024676,馈线段XX,1702,2
TMP00012494,开关00138,1705,6
TMP00033949,配变0230,1703,1
TMP00270988,开关00472,1720,0
TMP00039663,刀闸0004,1708,3
TMP00018765,馈线段XX,1702,2
TMP00045134,馈线段XX,1702,8
TMP00028810,馈线段XX,1702,2
TMP00044114,开关00075,1706,7
TMP00031324,馈线段XX,1702,2
TMP00014853,开关00266,1705,5
TMP00030099,馈线段XX,1702,3
TMP00041674,刀闸0024,1708,2
TMP00011850,开关00142,1705,6
TMP00017694,馈线段XX,1702,2
TMP00319242,开关00122,1720,0
TMP00009720,开关00024,1705,8
TMP00012715,开关00082,1705,5
TMP00007023,开关00011,1705,4
TMP00030765,馈线段XX,1702,2
TMP00042848,刀闸0015,1708,9
TMP00004534,开关00003,1705,7
TMP00040407,刀闸0001,1708,1
TMP00025918,馈线段XX,1702,3
TMP00038890,母线XX,1710,7
TMP00268235,开关00425,1720,0
TMP00021352,馈线段XX,1702,2
TMP00027464,馈线段XX,1702,2
TMP00025220,馈线段XX,1702,2
TMP00030380,馈线段XX,1702,4
TMP00041843,刀闸0011,1708,2
TMP00029374,馈线段XX,1702,3
TMP00027164,馈线段XX,1702,3
TMP00026805,馈线段XX,1702,2
TMP00275986,开关00043,1720,0
TMP00012814,开关00110,1705,8
TMP00042312,刀闸0006,1708,1
TMP00046187,馈线段XX,1702,3
TMP00044604,PT004,1713,0
TMP00041519,刀闸0022,1708,1
TMP00011774,开关00022,1705,8
TMP00032195,馈线段XX,1702,2
TMP00017568,馈线段XX,1702,4
TMP00007170,开关00087,1705,5
TMP00028980,馈线段XX,1702,3
TMP00014780,开关00193,1705,10
TMP00006614,开关00004,1705,7
TMP00032429,用户0216,1719,1
TMP00005658,开关00003,1705,13
TMP00037737,母线XX,1710,2
TMP00014778,开关00191,1705,11
TMP00035332,配变1613,1703,1
TMP00040437,刀闸0010,1708,0
TMP00018016,馈线段XX,1702,2
TMP00023937,馈线段XX,1702,4
TMP00030327,馈线段XX,1702,2
TMP00039552,母线XX,1710,2
TMP00024987,馈线段XX,1702,2
TMP00025704,馈线段XX,1702,2
TMP00044108,开关00069,1706,4
TMP00015925,馈线段XX,1702,2
TMP00024898,馈线段XX,1702,2
TMP00149667,开关00093,1720,0
TMP00038066,母线XX,1710,5
TMP00042278,刀闸0005,1708,1
TMP00042431,刀闸0007,1708,0
TMP00026610,馈线段XX,1702,2
TMP00229843,开关00440,1720,0
TMP00176907,开关00277,1720,0
TMP00017413,馈线段XX,1702,2
TMP00319424,开关00060,1720,0
TMP00318460,开关00020,1720,0
TMP00018069,馈线段XX,1702,2
TMP00007274,开关00176,1705,4
TMP00020439,馈线段XX,1702,2
TMP00021942,馈线段XX,1702,4
TMP00006547,开关00001,1705,2
TMP00011030,开关00017,1705,8
TMP00004064,开关00050,1705,11
TMP00036559,母线XX,1710,5
TMP00040636,刀闸0003,1708,1
TMP00026674,馈线段XX,1702,2
TMP00027937,馈线段XX,1702,3
TMP00035027,配变1308,1703,1
TMP00008825,开关00026,1705,5
TMP00032220,用户0007,1719,1
TMP00018129,馈线段XX,1702,2
TMP00004918,开关00074,1705,5
TMP00006384,开关00016,1705,3
TMP00029494,馈线段XX,1702,1
TMP00021223,馈线段XX,1702,3
TMP00024978,馈线段XX,1702,2
TMP00028450,馈线段XX,1702,2
TMP00319390,开关00050,1720,0
TMP00014870,开关00283,1705,6
TMP00015646,开关00295,1705,7
TMP00017735,馈线段XX,1702,3
TMP00009602,开关00038,1705,8
TMP00029993,馈线段XX,1702,4
TMP00043501,刀闸0029,1708,3
TMP00152807,开关00346,1720,0
TMP00008555,开关00006,1705,8
TMP00006437,开关00003,1705,2
TMP00010779,开关00015,1705,8
TMP00304005,开关00354,1720,0
TMP00028943,馈线段XX,1702,2
TMP00011568,开关00005,1705,1
TMP00014986,开关00040,1705,8
TMP00187973,开关00230,1720,0
TMP00037646,母线XX,1710,2
TMP00045907,CT003,1313,0
TMP00005676,开关00021,1705,13
TMP00003821,开关00003,1705,9
TMP00019515,馈线段XX,1702,2
TMP00036168,母线XX,1710,10
TMP00012446,开关00097,1705,5
TMP00013620,开关00092,1705,5
TMP00043793,馈线段XX,1702,3
TMP00012322,开关00054,1705,7
TMP00027932,馈线段XX,1702,2
TMP00016329,馈线段XX,1702,2
TMP00036770,母线XX,1710,0
TMP00043144,刀闸0005,1708,8
TMP00005325,开关00090,1705,7
TMP00005396,开关00044,1705,4
TMP00038779,母线XX,1710,5
TMP00011811,开关00039,1705,7
TMP00039725,刀闸0026,1708,7
TMP00152964,开关00310,1720,0
TMP00022058,馈线段XX,1702,2
TMP00034496,配变0777,1703,2
TMP00043900,开关00012,1705,4
TMP00032117,馈线段XX,1702,2
TMP00003848,开关00004,1705,4
TMP00027120,馈线段XX,1702,2
TMP00030394,馈线段XX,1702,4
TMP00137107,开关00168,1720,0
TMP00209157,开关00040,1720,0
TMP00015638,开关00055,1705,8
TMP00005521,开关00098,1705,6
TMP00029029,馈线段XX,1702,2
TMP00031276,馈线段XX,1702,4
TMP00046220,馈线段XX,1702,2
TMP00028898,馈线段XX,1702,2
TMP00014153,开关00042,1705,6
TMP00012637,开关00029,1705,8
TMP00170302,开关00290,1720,0
TMP00225455,开关00033,1720,0
TMP00014519,开关00137,1705,5
TMP00164827,开关00106,1720,0
TMP00019129,馈线段XX,1702,2
TMP00036791,母线XX,1710,7
TMP00038248,母线XX,1710,2
TMP00152753,开关00295,1720,0
TMP00046527,配变2304,1703,1
TMP00042744,刀闸0012,1708,2
TMP00025259,馈线段XX,1702,4
TMP00038128,母线XX,1710,2
TMP00013121,开关00186,1705,8
TMP00007595,开关00114,1705,6
TMP00030107,馈线段XX,1702,2
TMP00042302,刀闸0015,1708,2
TMP00014740,开关00265,1705,7
TMP00026505,馈线段XX,1702,3
TMP00025257,馈线段XX,1702,2
TMP00023640,馈线段XX,1702,2
TMP00021383,馈线段XX,1702,2
TMP00038505,母线XX,1710,5
TMP00007585,开关00104,1705,6
TMP00022135,馈线段XX,1702,2
TMP00039456,母线XX,1710,7
TMP00011387,开关00228,1705,7
TMP00028015,馈线段XX,1702,2
TMP00036802,母线XX,1710,2
TMP00043903,开关00015,1705,3
TMP00015108,开关00010,1705,8
TMP00298584,开关00254,1720,0
TMP00156654,开关00149,1720,0
TMP00008872,开关00055,1705,6
TMP00017510,馈线段XX,1702,4
TMP00036311,母线XX,1710,7
TMP00040538,刀闸0016,1708,2
TMP00037612,母线XX,1710,4
TMP00020231,馈线段XX,1702,3
TMP00013206,开关00254,1705,10
TMP00032961,用户0748,1719,1
TMP00012527,开关00019,1705,8
TMP00319277,开关00359,1720,0
TMP00009230,开关00070,1705,7
TMP00044421,刀闸0044,1707,4
TMP00041324,刀闸0014,1708,8
TMP00006927,开关00165,1705,6
TMP00008421,开关00079,1705,7
TMP00016861,馈线段XX,1702,2
TMP00031811,馈线段XX,1702,2
TMP00319346,开关00008,1720,0
TMP00319248,开关00380,1720,0
TMP00025345,馈线段XX,1702,2
TMP00040847,刀闸0005,1708,2
TMP00007687,开关00024,1705,8
TMP00038836,母线XX,1710,2
TMP00040558,刀闸0004,1708,2
TMP00022919,馈线段XX,1702,2
TMP00035501,配变1782,1703,1
TMP00018103,馈线段XX,1702,2
TMP00034292,配变0573,1703,1
TMP00041584,刀闸0017,1708,2
TMP00043588,馈线段XX,1702,1
TMP00011854,开关00146,1705,6
TMP00040859,刀闸0017,1708,2
TMP00153052,开关00326,1720,0
TMP00034109,配变0390,1703,1
TMP00010052,开关00067,1705,8
TMP00045543,馈线段XX,1702,2
TMP00007460,开关00003,1705,7
TMP00014082,开关00169,1705,6
TMP00010565,开关00076,1705,5
TMP00022096,馈线段XX,1702,3
TMP00035717,配变1998,1703,1
TMP00045174,馈线段XX,1702,4
TMP00281586,开关00150,1720,0
TMP00044881,馈线段XX,1702,2
TMP00209015,开关00026,1720,0
TMP00013683,开关00009,1705,9
TMP00185611,开关00242,1720,0
TMP00019386,馈线段XX,1702,4
TMP00027839,馈线段XX,1702,2
TMP00036894,母线XX,1710,4
TMP00043773,馈线段XX,1702,3
TMP00031904,馈线段XX,1702,1
TMP00012215,开关00224,1705,5
TMP00238665,开关00291,1720,0
TMP00008639,开关00122,1705,6
TMP00044489,地刀0017,1709,1
TMP00039787,刀闸0006,1708,3
TMP00045031,馈线段XX,1702,5
TMP00187775,开关00206,1720,0
TMP00018657,馈线段XX,1702,3
TMP00032462,用户0249,1719,1
TMP00030576,馈线段XX,1702,2
TMP00044707,馈线段XX,1702,6
TMP00288046,开关00086,1720,0
TMP00040907,刀闸0025,1708,2
TMP00170076,开关00246,1720,0
TMP00026406,馈线段XX,1702,2
TMP00268153,开关00406,1720,0
TMP00022019,馈线段XX,1702,2
TMP00033953,配变0234,1703,1
TMP00037913,母线XX,1710,2
TMP00033162,用户0949,1719,1
TMP00008243,开关00135,1705,6
TMP00009014,开关00142,1705,7
TMP00014018,开关00032,1705,8
TMP00039399,母线XX,1710,7
TMP00161445,开关00314,1720,0
TMP00044524,母线XX,1710,3
TMP00007802,开关00220,1705,6
TMP00038185,母线XX,1710,7
TMP00014972,开关00052,1705,8
TMP00029540,馈线段XX,1702,0
TMP00187468,开关00182,1720,0
TMP00030864,馈线段XX,1702,3
TMP00017548,馈线段XX,1702,4
TMP00026115,馈线段XX,1702,4
TMP00026550,馈线段XX,1702,2
TMP00036448,母线XX,1710,2
TMP00023466,馈线段XX,1702,2
TMP00035573,配变1854,1703,1
TMP00158272,开关00175,1720,0
TMP00152273,开关00268,1720,0
TMP00006330,开关00009,1705,7
TMP00158384,开关00070,1720,0
TMP00046022,开关00188,1706,2
TMP00038520,母线XX,1710,7
TMP00044813,馈线段XX,1702,2
TMP00031188,馈线段XX,1702,2
TMP00036236,母线XX,1710,2
TMP00045389,馈线段XX,1702,2
TMP00014763,开关00196,1705,6
TMP00041406,刀闸0026,1708,0
TMP00005377,开关00005,1705,10
TMP00046597,避雷器038,1328,3
TMP00027327,馈线段XX,1702,2
TMP00010495,开关00158,1705,12
TMP00137736,开关00247,1720,0
TMP00018807,馈线段XX,1702,1
TMP00015164,开关00284,1705,22
TMP00023246,馈线段XX,1702,2
TMP00005753,开关00043,1705,6
TMP00009421,开关00180,1705,8
TMP00135421,开关00186,1720,0
TMP00022077,馈线段XX,1702,3
TMP00044516,母线XX,1710,3
TMP00045334,馈线段XX,1702,4
TMP00175609,开关00053,1720,0
TMP00319059,开关00608,1720,0
TMP00023241,馈线段XX,1702,2
TMP00020129,馈线段XX,1702,3
TMP00018441,馈线段XX,1702,3
TMP00013577,开关00048,1705,1
TMP00046149,馈线段XX,1702,5
TMP00005034,开关00085,1705,9
TMP00013923,开关00022,1705,2
TMP00021576,馈线段XX,1702,2
TMP00019587,馈线段XX,1702,3
TMP00021862,馈线段XX,1702,4
TMP00037950,母线XX,1710,2
TMP00032667,用户0454,1719,2
TMP00015236,开关00048,1705,8
TMP00037858,母线XX,1710,2
TMP00043685,馈线段XX,1702,3
TMP00154527,开关00162,1720,0
TMP00017369,馈线段XX,1702,4
TMP00037791,母线XX,1710,2
TMP00018459,馈线段XX,1702,2
TMP00012177,开关00028,1705,2
TMP00029417,馈线段XX,1702,2
TMP00017498,馈线段XX,1702,4
TMP00158214,开关00161,1720,0
TMP00146359,开关00344,1720,0
TMP00015489,开关00176,1705,11
TMP00005546,开关00100,1705,6
TMP00033556,用户1343,1719,1
TMP00010468,开关00063,1705,8
TMP00009083,开关00083,1705,9
TMP00041218,刀闸0030,1708,8
TMP00045044,馈线段XX,1702,3
TMP00231590,开关00037,1720,0
TMP00013464,开关00007,1705,8
TMP00021274,馈线段XX,1702,2
TMP00035516,配变1797,1703,1
TMP00038620,母线XX,1710,7
TMP00177100,开关00087,1720,0
TMP00017641,馈线段XX,1702,2
TMP00031158,馈线段XX,1702,4
TMP00004599,开关00003,1705,11
TMP00005404,开关00052,1705,7
TMP00036595,母线XX,1710,7
TMP00318685,开关00330,1720,0
TMP00008285,开关00010,1705,10
TMP00014505,开关00123,1705,5
TMP00018611,馈线段XX,1702,2
TMP00024140,馈线段XX,1702,3
TMP00187360,开关00165,1720,0
TMP00015667,开关00059,1705,2
TMP00045577,馈线段XX,1702,2
TMP00024028,馈线段XX,1702,4
TMP00019881,馈线段XX,1702,2
TMP00038125,母线XX,1710,7
